,ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,h_smiles,ch3_smiles
849,CHEMBL297216,,N-Propyl-Formamide,Small molecule,0.0,87.12,6.0,6.0,0.14,29.10,1,1,0,3,Y,0.38,None,None,0.02,0.02,0,MOL,-1.0,6,2,1,0,87.0684,NEUTRAL,C4H9NO,CCCNC=O,CCCCNC=O
850,CHEMBL117213,PROPENE,Propene,Small molecule,0.0,42.08,2.0,4.0,1.19,0.00,0,0,0,0,Y,0.36,None,None,1.49,1.49,0,MOL,-1.0,3,0,0,0,42.047,None,C3H6,C=CC,CC=CC
851,CHEMBL69446,,Oxazolidin-(2Z)-ylideneamine,Small molecule,0.0,86.09,4.0,5.0,-0.67,47.61,3,1,0,0,Y,0.42,None,7.73,-0.32,-0.81,0,MOL,-1.0,6,3,2,0,86.048,NEUTRAL,C3H6N2O,NC1=NCCO1,C(N)C1=NCCO1
852,CHEMBL3039322,"1,2-DIMETHYLHYDRAZINE HYDROCHLORIDE",,Small molecule,0.0,96.56,2.0,2.0,-0.66,24.06,2,2,0,1,Y,0.39,None,6.08,-0.59,-0.61,0,MOL,-1.0,4,2,2,0,60.0687,NEUTRAL,C2H9ClN2,CNNC.Cl,CCNNC.Cl
854,CHEMBL582,ISOPROPYL ALCOHOL,2-PROPANOL|2-Propanol|FEMA NO. 2929|IPA|ISOPROPANOL|ISOPROPYL ALCOHOL|Isopropanol|Isopropyl Alcohol|MANUGEL|MEDI-SWAB|MEDI-SWAB H|NSC-135801|STERETS|STERETS H|SWIM-EAR|ZURAGARD,Small molecule,4.0,60.1,13.0,28.0,0.39,20.23,1,1,0,0,Y,0.43,None,None,0.25,0.25,0,MOL,0.0,4,1,1,0,60.0575,NEUTRAL,C3H8O,CC(C)O,CCC(C)O
855,CHEMBL177591,DIMETHYLCARBATE,DIMETHYLCARBATE|Dimethyl-Carbamic Acid,Small molecule,0.0,89.09,3.0,6.0,0.23,40.54,1,1,0,0,Y,0.46,4.34,None,-0.11,-3.04,0,MOL,0.0,6,3,1,0,89.0477,ACID,C3H7NO2,CN(C)C(=O)O,CCN(C)C(=O)O
858,CHEMBL1230102,3-Chloropropanol,3-Chloropropanol,Small molecule,0.0,94.54,1.0,1.0,0.61,20.23,1,1,0,2,Y,0.50,None,None,0.21,0.21,0,MOL,-1.0,5,1,1,0,94.0185,NEUTRAL,C3H7ClO,OCCCCl,C(O)CCCCl
859,CHEMBL288998,CYCLOPENTANOL,Cyclopentanol,Small molecule,0.0,86.13,5.0,9.0,0.92,20.23,1,1,0,0,Y,0.46,None,None,0.84,0.84,0,MOL,-1.0,6,1,1,0,86.0732,NEUTRAL,C5H10O,OC1CCCC1,C(O)C1CCCC1
860,CHEMBL1796999,CYCLOPROPANE,CYCLOPROPANE|TRIMETHYLENE,Small molecule,0.0,42.08,3.0,22.0,1.17,0.00,0,0,0,0,Y,0.38,None,None,1.33,1.33,0,MOL,0.0,3,0,0,0,42.047,None,C3H6,C1CC1,CC1CC1
862,CHEMBL134702,BUTANE,BUTANE|E-943|E943a|HC 600|INS NO.943|INS-943|R 600,Small molecule,1.0,58.12,2.0,6.0,1.81,0.00,0,0,0,1,Y,0.43,None,None,2.24,2.24,0,MOL,0.0,4,0,0,0,58.0783,None,C4H10,CCCC,CCCCC
863,CHEMBL116663,,,Small molecule,0.0,75.11,1.0,1.0,-0.67,46.25,2,2,0,1,Y,0.43,None,9.79,-0.90,-3.20,0,MOL,-1.0,5,2,3,0,75.0684,BASE,C3H9NO,CC(N)CO,CCC(N)CO
865,CHEMBL1189,DIETHYLAMINE,DIETHYLAMINE|Diethyl-Amine,Small molecule,3.0,73.14,4.0,4.0,0.62,12.03,1,1,0,2,Y,0.50,None,10.58,0.52,-2.39,0,MOL,0.0,5,1,1,0,73.0891,BASE,C4H11N,CCNCC,CCCNCC
866,CHEMBL1232767,FLUORIDE,FLUORIDE,Small molecule,3.0,20.01,13.0,37.0,0.15,0.00,0,0,0,0,Y,0.35,3.17,None,0.15,0.37,0,MOL,0.0,1,0,0,0,20.0062,ACID,HF,F,CF
867,CHEMBL104943,MONOETHANOLAMINE,MONOETHANOLAMINE|MONOETHANOLAMINE OLEATE,Small molecule,0.0,61.08,9.0,21.0,-1.06,46.25,2,2,0,1,Y,0.41,None,9.55,-1.32,-3.42,0,MOL,0.0,4,2,3,0,61.0528,BASE,C2H7NO,NCCO,C(N)CCO
868,CHEMBL457299,MACROGOL,"1,2-Ethanediol|Ethylene Glycol|MACROGOL|POLYETHYLENE OXIDE",Small molecule,4.0,62.07,115.0,680.0,-1.03,40.46,2,2,0,1,Y,0.41,None,None,-1.21,-1.21,0,MOL,0.0,4,2,2,0,62.0368,NEUTRAL,C2H6O2,OCCO,C(O)CCO
869,CHEMBL3234722,,,Small molecule,0.0,92.16,1.0,1.0,0.30,20.23,2,2,0,2,Y,0.47,10.18,None,0.10,0.10,0,MOL,-1.0,5,1,1,0,92.0296,NEUTRAL,C3H8OS,OCCCS,C(O)CCCS
871,CHEMBL2261442,4-AMINOBUTANAL,,Small molecule,0.0,87.12,1.0,4.0,-0.08,43.09,2,1,0,3,Y,0.39,None,9.79,-0.78,-3.09,0,MOL,-1.0,6,2,2,0,87.0684,BASE,C4H9NO,NCCCC=O,C(N)CCCC=O
873,CHEMBL539,ACETIC ACID,"ACETIC ACID|ACETIC ACID, GLACIAL|ACI-JEL|Acetasol|Acetic Acid|Acetic Acid, Glacial|Acetic acid|E-260|E260|EARCALM|FEMA NO. 2006|GLACIAL ACETIC ACID|INS NO.260|INS-260|NSC-111201|NSC-112209|NSC-115870|NSC-127175|NSC-132953|NSC-406306|Orlex|Vosol",Small molecule,4.0,60.05,20.0,128.0,0.09,37.30,1,1,0,0,Y,0.43,4.54,None,-0.22,-3.00,0,MOL,0.0,4,2,1,0,60.0211,ACID,C2H4O2,CC(=O)O,CCC(=O)O
874,CHEMBL692,GLYCERIN,E-422|E422|FEMA NO. 2525|GLYCERIN|GLYCEROL|GLYCEROL 85%|GLYCOGELATIN|Glycerin|Glycerol|INS NO.422|INS-422|KEYBELLS|M 314429|MONOCTANOIN COMPONENT D|Monoctanoin Component D|NIROLEX|NSC-9230|Ophthalgan|Optim|Osmoglyn|PZN 7474853|SENOKOT DIRECT RELIEF|TIXYLIX BABY|TIXYLIX TODDLER|WATERHOUSE,Small molecule,4.0,92.09,15.0,20.0,-1.67,60.69,3,3,0,2,N,0.38,13.61,None,-1.84,-1.84,0,MOL,0.0,6,3,3,0,92.0473,NEUTRAL,C3H8O3,OCC(O)CO,C(O)CC(O)CO
878,CHEMBL1616046,HYPOCHLOROUS ACID,HYPOCHLOROUS ACID,Small molecule,4.0,52.46,,,0.13,20.23,1,1,0,0,Y,0.42,7.93,None,0.32,0.21,0,MOL,0.0,2,1,1,0,51.9716,NEUTRAL,HClO,OCl,C(O)Cl
879,CHEMBL12198,ALANINE,ALANINE|E639|L-ALANINE|NSC-206315,Small molecule,3.0,89.09,19.0,48.0,-0.58,63.32,2,2,0,1,N,0.45,2.47,9.48,-2.84,-2.84,0,MOL,0.0,6,3,3,0,89.0477,ZWITTERION,C3H7NO2,CC(N)C(=O)O,CCC(N)C(=O)O
881,CHEMBL304383,SARCOSINE,Methylamino-Acetic Acid|SARCOSINE,Small molecule,2.0,89.09,11.0,16.0,-0.71,49.33,2,2,0,2,Y,0.47,2.06,10.35,-3.19,-3.19,0,MOL,0.0,6,3,2,0,89.0477,ZWITTERION,C3H7NO2,CNCC(=O)O,CCNCC(=O)O
882,CHEMBL15939,HEXANE,Hexane,Small molecule,0.0,86.18,4.0,18.0,2.59,0.00,0,0,0,3,Y,0.46,None,None,3.13,3.13,0,MOL,-1.0,6,0,0,0,86.1096,None,C6H14,CCCCCC,CCCCCCC
883,CHEMBL3263480,,,Small molecule,0.0,55.08,3.0,4.0,-0.42,26.02,1,1,0,0,Y,0.37,None,8.97,-0.40,-1.97,0,MOL,-1.0,4,1,2,0,55.0422,BASE,C3H5N,C#CCN,CC#CCN
884,CHEMBL135626,ETHANE,ETHANE|Venoterpine,Small molecule,2.0,30.07,3.0,10.0,1.03,0.00,0,0,0,0,Y,0.37,None,None,1.35,1.35,0,MOL,0.0,2,0,0,0,30.047,None,C2H6,CC,CCC
885,CHEMBL1412,PIPERAZINE,ANTEPAR|ASCALIX|ECTODYNE|EXPELIX|INS UMULINE RAPIDE|PIPERAZINE|Piperazine|WORMEX,Small molecule,4.0,86.14,9.0,29.0,-0.82,24.06,2,2,0,0,Y,0.40,None,9.56,-0.73,-2.86,0,MOL,0.0,6,2,2,0,86.0844,BASE,C4H10N2,C1CNCCN1,CC1CNCCN1
887,CHEMBL2312529,,"Butane-2,3-Diol",Small molecule,0.0,90.12,2.0,3.0,-0.25,40.46,2,2,0,1,Y,0.47,None,None,-0.38,-0.38,0,MOL,-1.0,6,2,2,0,90.0681,NEUTRAL,C4H10O2,CC(O)C(C)O,CCC(O)C(C)O
889,CHEMBL4303316,,,Small molecule,0.0,89.09,2.0,3.0,-0.10,49.33,2,2,0,1,Y,0.35,8.91,None,-0.33,-0.35,0,MOL,-1.0,6,3,2,0,89.0477,NEUTRAL,C3H7NO2,CCC(=O)NO,CCCC(=O)NO
890,CHEMBL46058,ETHYL CHLORIDE,CHLOROETHANE|ETHYL CHLORIDE|Ethyl Chloride,Small molecule,4.0,64.52,3.0,4.0,1.25,0.00,0,0,0,0,Y,0.37,None,None,1.19,1.19,0,MOL,0.0,3,0,0,0,64.008,None,C2H5Cl,CCCl,CCCCl
891,CHEMBL15487,PIPERIDINE,,Small molecule,0.0,85.15,9.0,18.0,0.76,12.03,1,1,0,0,Y,0.46,None,10.40,0.66,-2.15,0,MOL,0.0,6,1,1,0,85.0891,BASE,C5H11N,C1CCNCC1,CC1CCNCC1
896,CHEMBL4297314,OXAZOLIDINE,OXAZOLIDINE,Small molecule,2.0,73.09,,,-0.44,21.26,2,1,0,0,Y,0.42,None,8.78,-0.30,-1.70,0,MOL,0.0,5,2,1,0,73.0528,BASE,C3H7NO,C1COCN1,CC1COCN1
898,CHEMBL449234,CYCLOBUTANOL,Cyclobutanol,Small molecule,0.0,72.11,1.0,1.0,0.53,20.23,1,1,0,0,Y,0.44,None,None,0.39,0.39,0,MOL,-1.0,5,1,1,0,72.0575,NEUTRAL,C4H8O,OC1CCC1,C(O)C1CCC1
900,CHEMBL1162144,PYRUVATE,2-Oxopropanoate|PYRUVATE,Small molecule,2.0,88.06,17.0,25.0,-0.34,54.37,2,1,0,1,Y,0.45,2.93,None,0.07,-3.42,0,MOL,0.0,6,3,1,0,88.016,ACID,C3H4O3,CC(=O)C(=O)O,CCC(=O)C(=O)O
902,CHEMBL467,HYDROXYUREA,Droxia|HYDROXYCARBAMIDE|HYDROXYUREA|Hydrea|NSC-32065|SIKLOS|SQ 1089|SQ-1089,Small molecule,4.0,76.05,228.0,1073.0,-0.96,75.35,2,3,0,0,N,0.26,10.14,None,-1.37,-1.37,0,MOL,0.0,5,4,4,0,76.0273,NEUTRAL,CH4N2O2,NC(=O)NO,C(N)C(=O)NO
903,CHEMBL734,ACETOHYDROXAMIC ACID,ACETOHYDROXAMIC ACID|Lithostat|NSC-176136,Small molecule,4.0,75.07,42.0,127.0,-0.49,49.33,2,2,0,0,Y,0.30,8.94,None,-1.03,-1.05,0,MOL,0.0,5,3,2,0,75.032,NEUTRAL,C2H5NO2,CC(=O)NO,CCC(=O)NO
905,CHEMBL545,ALCOHOL,"ABLYSINOL|ALCOHOL|ALCOHOL DETERMINATION--ALCOHOL|ALCOHOL, DILUTED|ALCOHOL, RUBBING|ANHYDROUS ETHANOL|Alcohol|Alcohol, Diluted|Alcohol, Rubbing|B3324|DEHYDRATED ALCOHOL|E1510|ETHANOL|ETHYL ALCOHOL|Ethanol|Ethyl Alcohol|FEMA NO. 2419|METHYLATED MINERAL|NCI-C03134|NSC-85228|PM-6193-200|SPIRIGEL|SURG|VODKA",Small molecule,4.0,46.07,137.0,2763.0,0.00,20.23,1,1,0,0,Y,0.41,None,None,-0.16,-0.16,0,MOL,0.0,3,1,1,0,46.0419,NEUTRAL,C2H6O,CCO,CCCO
906,CHEMBL1213633,METHOXYAMINE,METHOXYAMINE,Small molecule,2.0,47.06,3.0,11.0,-0.49,35.25,2,1,0,0,Y,0.37,None,4.32,-0.36,-0.36,0,MOL,0.0,3,2,2,0,47.0371,NEUTRAL,CH5NO,CON,CCON
907,CHEMBL602,CYSTEAMINE,CYSTAGON|CYSTEAMINE|Cystagon|Cysteamine|L-1573|MEA|MERCAPTAMINE|NSC-647528|PROCYSBI,Small molecule,4.0,77.15,33.0,106.0,-0.13,26.02,2,2,0,1,Y,0.42,9.42,10.40,-0.42,-2.20,0,MOL,0.0,4,1,2,0,77.0299,BASE,C2H7NS,NCCS,C(N)CCS
908,CHEMBL1200559,LACTIC ACID,DL- LACTIC ACID|DL-LACTIC ACID|E 270|E-270|E270|FEMA NO. 2611|HIPURE 88|INS NO.270|INS-270|LACTIC ACID|NSC-367919|PURAC FCC 80|PURAC FCC 88,Small molecule,4.0,90.08,111.0,278.0,-0.55,57.53,2,2,0,1,Y,0.45,3.78,None,-0.47,-3.74,0,MOL,0.0,6,3,2,0,90.0317,ACID,C3H6O3,CC(O)C(=O)O,CCC(O)C(=O)O
909,CHEMBL286398,PROPYLENE GLYCOL,E1520|E490|FEMA NO. 2940|NSC-69860|PROPYLENE GLYCOL|PROPYLENE GLYCOL CEFATRIZINE|PROPYLENE GLYCOL DL-FORM|Sentry Propylene Glycol|Sirlene,Small molecule,3.0,76.09,115.0,683.0,-0.64,40.46,2,2,0,1,Y,0.44,None,None,-0.79,-0.79,0,MOL,0.0,5,2,2,0,76.0524,NEUTRAL,C3H8O2,CC(O)CO,CCC(O)CO
912,CHEMBL773,GLYCINE,AMINOACETIC ACID|FEMA NO. 3287|GLYCINE|GLYCOCOLL|Glycine|Glycolixir|NSC-25936,Small molecule,4.0,75.07,137.0,578.0,-0.97,63.32,2,2,0,1,N,0.42,2.31,9.24,-3.41,-3.42,0,MOL,0.0,5,3,3,0,75.032,ZWITTERION,C2H5NO2,NCC(=O)O,C(N)CC(=O)O
